id|answer_index|anwer|alternate_answer|answer_value|answer_value_type|answer_description|answer_image|image_source|image_source_url|answer_dimensions|quiz_id|active
623|1|Purple Rain||0|0|‘Purple Rain’ by Prince|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/3b31cf4b-dda2-4ce8-f674-5c2f28662400/public|Copyright|‘Purple Rain’ by Prince|cover|34|1
624|2|Blue Monday||0|0|‘Blue Monday’ by New Order|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/37dcd28e-fe8c-42a1-db05-09ff7069e900/public|Copyright|‘Blue Monday’ by New Order|cover|34|1
625|3|Beat It||0|0|‘Beat It’ by Michael Jackson|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/fef16dea-7f5d-410b-1360-985293c63e00/public|Copyright|‘Beat It’ by Michael Jackson|cover|34|1
626|4|I Wanna Dance with Somebody||0|0|‘I Wanna Dance with Somebody’ by Whitney Houston|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/a49bf4d2-654e-4d16-8fa7-9e8ee8a37d00/public|Copyright|‘I Wanna Dance with Somebody’ by Whitney Houston|cover|34|1
627|5|Straight Outta Compton||0|0|‘Straight Outta Compton’ by NWA|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/2dd30030-7661-4d72-008a-10da8373a000/public|Copyright|‘Straight Outta Compton’ by NWA|cover|34|1
628|6|Express Yourself||0|0|‘Express Yourself’ by Madonna|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/ac758c48-b243-4956-b974-dbdbe87cec00/public|Copyright|‘Express Yourself’ by Madonna|cover|34|1
629|7|Modern Love||0|0|‘Modern Love’ by David Bowie|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/8f8ca222-789c-4916-fbbc-902799ddfb00/public|Copyright|‘Modern Love’ by David Bowie|cover|34|1
630|8|Sexual Healing||0|0|‘Sexual Healing’ by Marvin Gaye|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/53d5cc4b-8fd2-4f6f-aba9-e2ab7bc89c00/public|Copyright|‘Sexual Healing’ by Marvin Gaye|cover|34|1
631|9|Free Fallin’||0|0|‘Free Fallin’’ by Tom Petty|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/b2a944dc-8685-4c74-0c12-72d4e08c0b00/public|Copyright|‘Free Fallin’’ by Tom Petty|cover|34|1
632|10|What’s Love Got to Do With It||0|0|‘What’s Love Got to Do With It’ by Tina Turner|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/6a3e2384-f4e5-4087-1a53-535ea708c200/public|Copyright|‘What’s Love Got to Do With It’ by Tina Turner|cover|34|1
633|11|Love Will Tear Us Apart||0|0|‘Love Will Tear Us Apart’ by Joy Division|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/af021461-d7ad-4ecc-6bf5-45b154836c00/public|Copyright|‘Love Will Tear Us Apart’ by Joy Division|cover|34|1
634|12|Everybody Wants to Rule the World||0|0|‘Everybody Wants to Rule the World’ by Tears for Fears|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/511f8787-1951-4ae7-2b7d-67be8b952800/public|Copyright|‘Everybody Wants to Rule the World’ by Tears for Fears|cover|34|1
635|13|Every Breath You Take||0|0|‘Every Breath You Take’ by the Police|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/b2637cac-d248-4a29-314f-56f3f144ae00/public|Copyright|‘Every Breath You Take’ by the Police|cover|34|1
636|14|Take On Me||0|0|‘Take On Me’ by A-ha|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/0cbe70a4-6541-40c4-ca5e-199af798e500/public|Copyright|‘Take On Me’ by A-ha|cover|34|1
637|15|With or Without You||0|0|‘With or Without You’ by U2|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/36e89be7-f51e-4ac6-16c7-d7e066ab3300/public|Copyright|‘With or Without You’ by U2|cover|34|1
638|16|Money for Nothing||0|0|Money for Nothing' by Dire Straits|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/8f2f1691-94ae-4c48-ab40-b042db86eb00/public|Copyright|Money for Nothing' by Dire Straits|cover|34|1
639|17|Never Gonna Give You Up||0|0|‘Never Gonna Give You Up’ by Rick Astley|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/142a9fe2-79c2-4961-4905-6694437a4e00/public|Copyright|‘Never Gonna Give You Up’ by Rick Astley|cover|34|1
640|18|Time After Time||0|0|‘Time After Time’ by Cyndi Lauper|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/64adde33-cece-4893-e008-0fd7bd8ba700/public|Copyright|‘Time After Time’ by Cyndi Lauper|cover|34|1
641|19|Under Pressure||0|0|‘Under Pressure’ by Queen & David Bowie|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/489c4a91-3d8f-412e-6c1a-f6237bb56200/public|Copyright|‘Under Pressure’ by Queen & David Bowie|cover|34|1
642|20|Livin’ on a Prayer|Living on a Prayer|0|0|‘Livin’ on a Prayer’ by Bon Jovi|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/e0d72a4b-077c-41f0-1e7d-1901db48cf00/public|Copyright|‘Livin’ on a Prayer’ by Bon Jovi|cover|34|1
643|1|Lada Riva|Riva|0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/2b565a96-95ba-48ec-6190-993f5d054100/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:On_tour|cover|35|1
644|2|Toyota Camry|Camry|0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/2f8dee5e-d77e-4802-d05f-9c2f0d976300/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:IFCAR|cover|35|1
645|3|Mitsubishi Magna|Magna|0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/68451e14-3456-48d0-03d7-8ff1c0226000/public|Flickr|https://www.flickr.com/people/126433814@N04|cover|35|1
646|4|Honda Accord|Accord|0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/d26f986f-6629-4c20-570d-b885ceb0c600/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:MattiPaavolahttps://commons.wikimedia.org/w/index.php?title=User:ArroganceandAccords&action=edit&redlink=1|cover|35|1
647|5|Audi Quattro|Quattro|0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/bc265b20-3003-42bc-c68e-bc015f477d00/public|Flickr|https://www.flickr.com/photos/sg2012/14269098284/|cover|35|1
648|6|Honda Integra|Integra|0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/852f25ef-d65c-4a83-8b3b-b30684a09f00/public|Flickr|https://www.flickr.com/people/97202111@N03|cover|35|1
649|7|Volkswagon Golf|Golf|0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/5871fe4e-d5fe-454a-66e8-d7ed1ad68700/public|Wikimedia|https://en.wikipedia.org/wiki/User:Akadruid|cover|35|1
650|8|Ford Escort|Escort|0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/98a5ecad-6f5e-4c97-532c-12de577eba00/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Estevoaei|cover|35|1
651|9|Pontiac Firebird|Pontiac Trans-Am|0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/7ac92b62-4222-4bdb-7253-41d33eb49f00/public|Flickr|https://www.flickr.com/people/91807507@N03|cover|35|1
652|10|DMC DeLorean|DeLorean|0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/c8a2b38a-f10f-4889-c0f0-8ee169344100/public|Flickr|https://www.flickr.com/people/126433814@N04|cover|35|1
653|11|Ford Sierra|Sierra|0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/77d1d60f-0117-48cd-b55d-6ff2c599ab00/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Collard|cover|35|1
654|12|Fiat Panda|Panda|0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/77b851b1-fdd9-4ee9-45d9-7819ccb0e700/public|Flickr|https://www.flickr.com/people/33756577@N08|cover|35|1
655|13|Saab 900|900|0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/14a47e14-7acf-454a-0856-246fbd493d00/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:IFCAR|cover|35|1
656|14|Mercedes 190|190|0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/33e54495-8e83-434f-0169-5e3d20a73500/public|Wikimedia|https://de.wikipedia.org/wiki/Benutzer:Wladyslaw_Sojka|cover|35|1
657|15|Volvo 240|240|0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/e8d2e8dd-f0ba-43fc-0813-3b919e8f2f00/public|Public Domain|Public Domain|cover|35|1
658|16|Lamborghini Countach|Countach|0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/17b3752f-8301-47b2-67f6-6a156d0b4c00/public|Flickr|https://www.flickr.com/people/60458317@N04|cover|35|1
659|17|BMW M3|M3|0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/36bb9203-4aa2-4e47-bccc-ca1e3c84f900/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Mr.choppers|cover|35|1
660|18|Ferrari Testarossa|Testarossa|0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/a7fe8255-8631-4335-980d-28a36990b600/public|Public Domain|Public Domain|cover|35|1
661|19|Porsche 959|959|0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/307102da-990b-4575-2823-0c78797a7500/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Ymalinov|cover|35|1
662|20|Nissan Silvia|Silvia|0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/a4d94a81-2962-467b-b695-230a48418400/public|||cover|35|1
663|1|London||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/1608e18d-606e-4721-9deb-f8f67dbbe100/public|Flickr|https://www.flickr.com/people/7221539@N06https://www.flickr.com/people/45909111@N00|cover|36|1
664|2|New York||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/902f8d4a-3e52-4901-821d-ef7fddc70600/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Tdorante10|cover|36|1
665|3|San Francisco||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/828a8220-ffb9-4e8e-ee6c-376c5dd19300/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Infrogmation|cover|36|1
666|4|Paris||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/92b3ee29-8f96-42d3-720c-2b555877ba00/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:Udit_Kapoor&action=edit&redlink=1|cover|36|1
667|5|Rome||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/8af633c1-a1ec-4b08-a51a-860c7c5a6b00/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:2pi.pl|cover|36|1
668|6|Barcelona||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/06af3132-6b34-4149-4053-b6d277708900/public|Flickr|https://www.flickr.com/people/24431382@N03|cover|36|1
669|7|Los Angeles||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/f79a4bcf-a511-45d1-41bb-1aba2f117e00/public|Public Domain|Public Domain|cover|36|1
670|8|Rio De Janeiro||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/1d8ddca1-cf08-4618-5eca-a11cec156e00/public|Web Archive Org|https://web.archive.org/web/20161029131523/http://www.panoramio.com/user/7668598?with_photo_id=106226443|cover|36|1
671|9|Hong Kong||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/386432a3-56b3-4cef-38f8-28fdb4938000/public|Flickr|https://www.flickr.com/people/60417477@N00|cover|36|1
672|10|Singapore||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/9ed87ecd-3a00-4983-8fff-5385a21f2600/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Benh|cover|36|1
673|11|Tokyo||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/6a0d0570-f50f-4369-43f5-ef3f97f9b000/public|Flickr|https://www.flickr.com/photos/bfishadow/14667209865/|cover|36|1
674|12|Cape Town||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/6c093683-21b6-496b-a9df-70d55bcbb600/public|Pixabay|https://pixabay.com/photos/cape-town-table-mountain-waterfront-1562907/|cover|36|1
675|13|Berlin||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/2ed40184-4263-49cb-04cd-98120fe01900/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:NorbertNagel|cover|36|1
676|14|Seoul||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/fe1b4568-4bd3-4e79-7bb6-da051f651500/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Gapo|cover|36|1
677|15|Toronto||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/71884c9e-90f8-4204-ec5c-dc08fa92cd00/public|||cover|36|1
678|16|Shanghai||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/aa59b760-3eae-4918-3416-14a2316c7400/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Lesbardd|cover|36|1
679|17|Stockholm||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/a69adf9f-a179-4b86-7bef-adb2392cd700/public|Public Domain|Public Domain|cover|36|1
680|18|Moscow||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/7a5f96f5-3eef-4631-4831-92d6885aac00/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Don-vip|cover|36|1
681|19|Dubai||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/d0f0cc16-e702-4212-b35c-893d49833200/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:Paul_Wilhelm&action=edit&redlink=1|cover|36|1
682|20|Sydney||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/c342350f-87d7-4805-4261-71e134cbef00/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:MDRX&action=edit&redlink=1|cover|36|1
683|1|Brazil||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/4a578396-1e31-4fdc-de1c-dd5adce17900/public|Public Domain|Public Domain|cover|37|1
684|2|Chile||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/a49dc062-01ac-4ea8-0b00-9b2a87243d00/public|Public Domain|Public Domain|cover|37|1
685|3|South Korea||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/ee3bc610-f240-40f4-3273-3bdb883f0700/public|Public Domain|Public Domain|cover|37|1
686|4|New Zealand||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/806c373d-edc1-4bcf-5b7d-1d95b745b100/public|Public Domain|Public Domain|cover|37|1
687|5|Nigeria||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/5b050159-8cdd-4c83-cbed-9c00f348e000/public|Public Domain|Public Domain|cover|37|1
688|6|Ireland||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/5de90402-2407-4cd8-5a5b-0da42c99ad00/public|Public Domain|Public Domain|cover|37|1
689|7|Poland||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/807cadb7-cbb2-4870-1e18-05cd17dffa00/public|Public Domain|Public Domain|cover|37|1
690|8|Norway||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/839b65b2-deb3-4c3e-146c-44d19d9cf300/public|Public Domain|Public Domain|cover|37|1
691|9|Netherlands||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/2b217c33-14b3-4af0-775f-0841b5681500/public|Public Domain|Public Domain|cover|37|1
692|10|Greece||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/6f1b9f7b-17d0-4c2f-4d22-6b7337654700/public|Public Domain|Public Domain|cover|37|1
693|11|Portugal||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/d36da6d1-57b4-485a-84cb-31f878643400/public|Public Domain|Public Domain|cover|37|1
694|12|Indonesia||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/9f9b4aad-9a6a-44d2-96de-0101d2893a00/public|Public Domain|Public Domain|cover|37|1
695|13|India||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/226e40c4-2b6f-4ff3-1dbb-e5a8c5d10200/public|Public Domain|Public Domain|cover|37|1
696|14|Iraq||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/6bed3b02-603f-4809-be79-57e452b9b900/public|Public Domain|Public Domain|cover|37|1
697|15|Qatar||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/56105c8f-c2b7-4ab2-9a9b-8be87978a500/public|Public Domain|Public Domain|cover|37|1
698|16|Thailand||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/a87212ba-3c92-4405-2e7b-085bc517f900/public|Public Domain|Public Domain|cover|37|1
699|17|Peru||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/4a3d96dc-c080-490b-9ef7-2ae54869eb00/public|Public Domain|Public Domain|cover|37|1
700|18|Turkey||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/c2b84cdd-c8c5-4e12-1ed2-9400aaec6800/public|Public Domain|Public Domain|cover|37|1
701|19|Russia||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/a3971a85-5e90-47c7-c056-e98d9d136a00/public|Public Domain|Public Domain|cover|37|1
702|20|Austria||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/0b1652dd-5e61-47aa-cd97-a5553f41dd00/public|Public Domain|Public Domain|cover|37|1
703|1|Qantas||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/ecde3da9-7a7a-4e6d-7424-b38f61aa1800/public|Wikimedia Commons|https://commons.wikimedia.org/wiki/Main_Page|cover|38|1
704|2|Alfa Romeo||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/1a01d2b4-bfc1-41ad-433c-18c0bcf19e00/public|Wikimedia Commons|https://commons.wikimedia.org/wiki/Main_Page|contain|38|1
705|3|MTR Corporation||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/d6fcd76b-35a7-4ea9-9330-cbb9b1448900/public|Wikimedia Commons|https://commons.wikimedia.org/wiki/Main_Page|contain|38|1
706|4|HSBC||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/05f777ed-9376-4a69-e61b-56943e6f8f00/public|Wikimedia Commons|https://commons.wikimedia.org/wiki/Main_Page|contain|38|1
707|5|Audi||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/e06ab3ea-bbb3-4a1f-8caf-5231e2c77400/public|Wikimedia Commons|https://commons.wikimedia.org/wiki/Main_Page|contain|38|1
708|6|Hermes||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/e01bc8be-15fd-41df-1abf-4e6af94ec200/public|Wikimedia Commons|https://commons.wikimedia.org/wiki/Main_Page|contain|38|1
709|7|Blackberry||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/9b91110d-bbaf-498d-e719-1c074488cd00/public|Wikimedia Commons|https://commons.wikimedia.org/wiki/Main_Page|contain|38|1
710|8|Bacardi||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/09d12406-206c-4a4c-d2a6-503404021d00/public|Wikimedia Commons|https://commons.wikimedia.org/wiki/Main_Page|contain|38|1
711|9|Alibaba||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/11124f45-f13a-43dd-e81a-5f1b944fed00/public|Wikimedia Commons|https://commons.wikimedia.org/wiki/Main_Page|cover|38|1
712|10|Toyota||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/9dd88218-20ae-4af7-252b-4d0cbb790200/public|Wikimedia Commons|https://commons.wikimedia.org/wiki/Main_Page|cover|38|1
713|11|LG||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/fe6a8448-c4db-4844-eb33-f6a34ac8ba00/public|Wikimedia Commons|https://commons.wikimedia.org/wiki/Main_Page|contain|38|1
714|12|Reliance||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/4162fcc5-6beb-4bf1-ad98-5160abe79e00/public|Wikimedia Commons|https://commons.wikimedia.org/wiki/Main_Page|cover|38|1
715|13|Nandos||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/9137b6a3-a729-4dd0-3094-d0defa22b700/public|Wikimedia Commons|https://commons.wikimedia.org/wiki/Main_Page|contain|38|1
716|14|Red Bull||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/1b914283-ba64-4564-0a58-51d286693000/public|Wikimedia Commons|https://commons.wikimedia.org/wiki/Main_Page|cover|38|1
717|15|Rolex||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/7a6901d6-4c50-4058-d735-05f26947dc00/public|Wikimedia Commons|https://commons.wikimedia.org/wiki/Main_Page|contain|38|1
718|16|UBS||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/30c88cb0-2bb6-4f87-72fd-9e6659791200/public|Wikimedia Commons|https://commons.wikimedia.org/wiki/Main_Page|contain|38|1
719|17|Unilever||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/4a8237d4-3cf8-40c7-7989-4ecafeca7f00/public|Wikimedia Commons|https://commons.wikimedia.org/wiki/Main_Page|cover|38|1
720|18|Air New Zealand||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/f8b85f04-923b-47a3-ed0f-c1bf4c61cc00/public|Wikimedia Commons|https://commons.wikimedia.org/wiki/Main_Page|contain|38|1
721|19|Saudi Aramco||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/1d27fe2f-b5a7-445a-4285-5b9e064c9f00/public|Wikimedia Commons|https://commons.wikimedia.org/wiki/Main_Page|cover|38|1
722|20|Becks||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/a9571ea3-b217-4a6b-0e11-5279b0290900/public|Wikimedia Commons|https://commons.wikimedia.org/wiki/Main_Page|contain|38|1
723|1|Italy||0|0|Cannoli|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/ad6e34df-9569-4496-78e0-3bf0a04c6500/public|Flickr|https://flickr.com/people/20912428@N04|cover|39|1
724|2|Germany||0|0|Bratwurst|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/11a857bf-9c3a-4ef3-553b-4a23a23dcc00/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:JIP&action=edit&redlink=1|cover|39|1
725|3|United Kingdom||0|0|Fish and Chips|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/110dafe0-2141-4f68-4917-089b742f8000/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:Memm&action=edit&redlink=1|cover|39|1
726|4|Hong Kong||0|0|Dim Sum|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/1d76fd1b-f108-45d8-d5eb-1400ffc41400/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:ProjectManhattan&action=edit&redlink=1|cover|39|1
727|5|Malaysia||0|0|Laksa|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/44a774b7-92ca-4ae2-fff5-5e3f97a64900/public|Flickr|https://www.flickr.com/people/10559879@N00|cover|39|1
728|6|South Africa||0|0|Biltong|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/edf946f8-864d-4bb2-3ad9-a085bd99f200/public|Wikipedia|https://en.wikipedia.org/wiki/User:Jamsta|cover|39|1
729|7|Indonesia||0|0|Nasi Lemak|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/99b515a5-15b7-43a8-11b9-4490bf895000/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:Williamnyk&action=edit&redlink=1|cover|39|1
730|8|India||0|0|Biryani|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/056de212-4ca0-437e-aac9-7f6c07b98000/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:Shyamveer.singh1982&action=edit&redlink=1|cover|39|1
731|9|Netherlands||0|0|Oliebollen|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/0a07f453-5c46-4c11-2729-bcad0e618900/public|Wikimedia Commons|https://commons.wikimedia.org/wiki/Main_Page|cover|39|1
732|10|Moroco||0|0|Tajine|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/a7aa723c-30d3-4eed-5c0e-344e8b6fe700/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:Bawdeep2010&action=edit&redlink=1|cover|39|1
733|11|Mexico||0|0|Quasidilla|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/72500a35-cbd5-4ec9-ad5b-b98ec7cbd800/public|Wikimedia Commons|https://commons.wikimedia.org/wiki/Main_Page|cover|39|1
734|12|Japan||0|0|Tonkotsu|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/69b89117-16c7-401c-0239-89e820547c00/public|Public Domain|Public Domain|cover|39|1
735|13|Australia||0|0|Lamingtons|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/bc755fe7-302a-4248-52aa-3f7bf6f7a500/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Bidgee|cover|39|1
736|14|Canada||0|0|Maple Syrup|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/a4a3ade6-4f18-4d88-fab8-288553570d00/public|Public Domain|Public Domain|cover|39|1
737|15|Greece||0|0|Souvlaki|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/b1e32f7d-baf8-4165-3cce-4b3a83595300/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Missvain|cover|39|1
738|16|Portugal||0|0|Pastel Di Nata|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/4fe69941-37ce-470c-d990-8c979bfecb00/public|Wikimedia Commons|https://commons.wikimedia.org/wiki/Main_Page|cover|39|1
739|17|Spain||0|0|Paella|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/c0e0597f-159b-43c5-6084-8946ea73e000/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Badflames|cover|39|1
740|18|Vietnam||0|0|Banh Mi|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/95cf52eb-4743-43a9-916c-0ba3f1405000/public|Wikimedia Commons|https://commons.wikimedia.org/wiki/Main_Page|cover|39|1
741|19|Korea||0|0|Kim Chi|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/f3be9980-0757-43b6-9811-d224e355fd00/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Dinkun_Chen|cover|39|1
